n	100
e	1	2
e	1	3
e	1	4
e	1	6
e	1	7
e	1	8
e	1	10
e	1	11
e	1	13
e	1	15
e	1	17
e	1	18
e	1	20
e	1	21
e	1	22
e	1	23
e	1	25
e	1	26
e	1	28
e	1	29
e	1	31
e	1	33
e	1	35
e	1	36
e	1	37
e	1	39
e	1	40
e	1	47
e	1	48
e	1	49
e	1	50
e	1	51
e	1	52
e	1	54
e	1	56
e	1	58
e	1	59
e	1	60
e	1	61
e	1	62
e	1	63
e	1	65
e	1	68
e	1	71
e	1	74
e	1	77
e	1	85
e	1	87
e	1	88
e	1	89
e	1	90
e	1	93
e	1	96
e	1	97
e	1	99
e	2	5
e	2	7
e	2	8
e	2	11
e	2	16
e	2	17
e	2	18
e	2	19
e	2	21
e	2	23
e	2	25
e	2	28
e	2	29
e	2	33
e	2	35
e	2	36
e	2	39
e	2	40
e	2	41
e	2	42
e	2	44
e	2	47
e	2	51
e	2	52
e	2	53
e	2	54
e	2	56
e	2	57
e	2	59
e	2	62
e	2	65
e	2	66
e	2	67
e	2	71
e	2	75
e	2	76
e	2	78
e	2	79
e	2	80
e	2	84
e	2	85
e	2	87
e	2	88
e	2	92
e	2	93
e	2	94
e	2	96
e	2	98
e	2	100
e	3	5
e	3	6
e	3	7
e	3	9
e	3	10
e	3	12
e	3	15
e	3	16
e	3	17
e	3	22
e	3	29
e	3	30
e	3	31
e	3	32
e	3	33
e	3	34
e	3	35
e	3	36
e	3	37
e	3	38
e	3	39
e	3	44
e	3	45
e	3	46
e	3	47
e	3	51
e	3	52
e	3	59
e	3	60
e	3	61
e	3	63
e	3	66
e	3	67
e	3	68
e	3	69
e	3	72
e	3	75
e	3	76
e	3	80
e	3	82
e	3	83
e	3	86
e	3	88
e	3	91
e	3	92
e	3	93
e	3	95
e	3	96
e	3	99
e	3	100
e	4	7
e	4	8
e	4	12
e	4	13
e	4	14
e	4	18
e	4	19
e	4	20
e	4	22
e	4	23
e	4	24
e	4	27
e	4	31
e	4	32
e	4	33
e	4	34
e	4	39
e	4	41
e	4	42
e	4	44
e	4	47
e	4	51
e	4	52
e	4	53
e	4	55
e	4	56
e	4	58
e	4	59
e	4	61
e	4	63
e	4	64
e	4	67
e	4	70
e	4	71
e	4	72
e	4	75
e	4	76
e	4	79
e	4	80
e	4	81
e	4	83
e	4	84
e	4	86
e	4	87
e	4	88
e	4	92
e	4	94
e	4	97
e	4	98
e	4	99
e	4	100
e	5	7
e	5	12
e	5	14
e	5	15
e	5	17
e	5	21
e	5	22
e	5	23
e	5	25
e	5	26
e	5	30
e	5	31
e	5	32
e	5	33
e	5	34
e	5	38
e	5	39
e	5	42
e	5	43
e	5	46
e	5	54
e	5	57
e	5	58
e	5	61
e	5	62
e	5	63
e	5	65
e	5	68
e	5	73
e	5	76
e	5	77
e	5	79
e	5	83
e	5	84
e	5	86
e	5	89
e	5	90
e	5	91
e	5	93
e	5	98
e	6	7
e	6	9
e	6	13
e	6	14
e	6	15
e	6	16
e	6	17
e	6	18
e	6	23
e	6	27
e	6	28
e	6	31
e	6	32
e	6	34
e	6	36
e	6	37
e	6	38
e	6	44
e	6	45
e	6	47
e	6	48
e	6	51
e	6	52
e	6	53
e	6	54
e	6	55
e	6	58
e	6	59
e	6	65
e	6	66
e	6	69
e	6	70
e	6	72
e	6	76
e	6	78
e	6	81
e	6	82
e	6	84
e	6	86
e	6	90
e	6	91
e	6	92
e	6	93
e	6	94
e	6	95
e	6	96
e	6	98
e	6	100
e	7	9
e	7	10
e	7	12
e	7	13
e	7	15
e	7	19
e	7	20
e	7	21
e	7	25
e	7	26
e	7	27
e	7	29
e	7	31
e	7	32
e	7	33
e	7	36
e	7	37
e	7	40
e	7	41
e	7	44
e	7	48
e	7	54
e	7	55
e	7	56
e	7	58
e	7	59
e	7	60
e	7	61
e	7	62
e	7	64
e	7	67
e	7	68
e	7	69
e	7	71
e	7	72
e	7	74
e	7	75
e	7	76
e	7	77
e	7	80
e	7	81
e	7	83
e	7	87
e	7	88
e	7	89
e	7	91
e	7	92
e	7	93
e	7	96
e	7	97
e	7	99
e	7	100
e	8	10
e	8	13
e	8	15
e	8	16
e	8	21
e	8	22
e	8	23
e	8	25
e	8	26
e	8	28
e	8	31
e	8	32
e	8	34
e	8	35
e	8	36
e	8	38
e	8	42
e	8	48
e	8	49
e	8	50
e	8	51
e	8	54
e	8	57
e	8	59
e	8	60
e	8	61
e	8	62
e	8	63
e	8	64
e	8	65
e	8	69
e	8	70
e	8	71
e	8	74
e	8	77
e	8	78
e	8	79
e	8	83
e	8	84
e	8	87
e	8	88
e	8	89
e	8	94
e	8	96
e	8	97
e	9	10
e	9	11
e	9	18
e	9	20
e	9	28
e	9	30
e	9	31
e	9	33
e	9	38
e	9	40
e	9	41
e	9	42
e	9	43
e	9	47
e	9	48
e	9	50
e	9	51
e	9	52
e	9	53
e	9	56
e	9	60
e	9	62
e	9	64
e	9	68
e	9	69
e	9	70
e	9	71
e	9	73
e	9	75
e	9	77
e	9	80
e	9	84
e	9	85
e	9	86
e	9	89
e	9	92
e	9	93
e	9	96
e	9	97
e	9	99
e	9	100
e	10	12
e	10	13
e	10	15
e	10	20
e	10	22
e	10	23
e	10	29
e	10	30
e	10	31
e	10	38
e	10	39
e	10	40
e	10	42
e	10	44
e	10	45
e	10	46
e	10	48
e	10	49
e	10	57
e	10	58
e	10	61
e	10	67
e	10	69
e	10	70
e	10	74
e	10	76
e	10	79
e	10	83
e	10	84
e	10	85
e	10	86
e	10	87
e	10	89
e	10	92
e	10	94
e	10	95
e	10	97
e	10	98
e	10	99
e	11	13
e	11	16
e	11	17
e	11	19
e	11	21
e	11	24
e	11	27
e	11	30
e	11	31
e	11	35
e	11	45
e	11	50
e	11	52
e	11	53
e	11	54
e	11	57
e	11	58
e	11	61
e	11	62
e	11	63
e	11	64
e	11	65
e	11	66
e	11	73
e	11	75
e	11	76
e	11	79
e	11	81
e	11	83
e	11	84
e	11	87
e	11	88
e	11	92
e	11	93
e	11	96
e	11	97
e	11	99
e	12	15
e	12	17
e	12	18
e	12	20
e	12	21
e	12	22
e	12	23
e	12	27
e	12	29
e	12	30
e	12	31
e	12	34
e	12	38
e	12	39
e	12	40
e	12	41
e	12	43
e	12	44
e	12	45
e	12	47
e	12	48
e	12	49
e	12	50
e	12	53
e	12	54
e	12	57
e	12	58
e	12	61
e	12	62
e	12	64
e	12	67
e	12	68
e	12	70
e	12	72
e	12	75
e	12	77
e	12	80
e	12	81
e	12	83
e	12	89
e	12	90
e	12	91
e	12	92
e	12	93
e	12	95
e	12	97
e	12	99
e	12	100
e	13	16
e	13	21
e	13	29
e	13	30
e	13	33
e	13	34
e	13	35
e	13	36
e	13	37
e	13	38
e	13	39
e	13	41
e	13	42
e	13	43
e	13	44
e	13	46
e	13	51
e	13	52
e	13	55
e	13	56
e	13	57
e	13	60
e	13	61
e	13	62
e	13	64
e	13	65
e	13	66
e	13	73
e	13	77
e	13	79
e	13	82
e	13	84
e	13	85
e	13	86
e	13	91
e	13	92
e	13	93
e	13	94
e	13	95
e	13	97
e	13	99
e	14	15
e	14	16
e	14	17
e	14	18
e	14	20
e	14	21
e	14	23
e	14	25
e	14	26
e	14	27
e	14	30
e	14	32
e	14	33
e	14	37
e	14	38
e	14	39
e	14	40
e	14	43
e	14	44
e	14	45
e	14	47
e	14	49
e	14	50
e	14	52
e	14	53
e	14	54
e	14	56
e	14	57
e	14	58
e	14	59
e	14	60
e	14	64
e	14	66
e	14	67
e	14	68
e	14	70
e	14	72
e	14	73
