n	300
e	1	2
e	1	3
e	1	5
e	1	6
e	1	8
e	1	9
e	1	10
e	1	11
e	1	14
e	1	15
e	1	18
e	1	19
e	1	20
e	1	23
e	1	27
e	1	29
e	1	30
e	1	31
e	1	32
e	1	35
e	1	36
e	1	39
e	1	40
e	1	43
e	1	44
e	1	45
e	1	49
e	1	50
e	1	52
e	1	54
e	1	55
e	1	56
e	1	57
e	1	58
e	1	60
e	1	63
e	1	65
e	1	69
e	1	71
e	1	74
e	1	76
e	1	78
e	1	79
e	1	83
e	1	85
e	1	86
e	1	88
e	1	89
e	1	91
e	1	93
e	1	94
e	1	95
e	1	96
e	1	97
e	1	98
e	1	102
e	1	103
e	1	104
e	1	106
e	1	107
e	1	112
e	1	114
e	1	115
e	1	116
e	1	117
e	1	118
e	1	119
e	1	122
e	1	125
e	1	129
e	1	130
e	1	132
e	1	136
e	1	137
e	1	140
e	1	142
e	1	144
e	1	146
e	1	147
e	1	149
e	1	152
e	1	154
e	1	155
e	1	156
e	1	158
e	1	162
e	1	164
e	1	165
e	1	171
e	1	172
e	1	176
e	1	183
e	1	184
e	1	185
e	1	186
e	1	187
e	1	188
e	1	189
e	1	191
e	1	193
e	1	195
e	1	197
e	1	199
e	1	201
e	1	202
e	1	206
e	1	209
e	1	214
e	1	216
e	1	218
e	1	221
e	1	223
e	1	225
e	1	227
e	1	228
e	1	233
e	1	234
e	1	235
e	1	243
e	1	247
e	1	250
e	1	252
e	1	254
e	1	255
e	1	256
e	1	258
e	1	262
e	1	276
e	1	280
e	1	281
e	1	282
e	1	285
e	1	286
e	1	287
e	1	288
e	1	290
e	1	293
e	1	296
e	1	298
e	1	300
e	2	3
e	2	5
e	2	6
e	2	7
e	2	9
e	2	14
e	2	15
e	2	17
e	2	20
e	2	22
e	2	24
e	2	25
e	2	28
e	2	31
e	2	34
e	2	36
e	2	38
e	2	40
e	2	43
e	2	44
e	2	47
e	2	49
e	2	51
e	2	53
e	2	55
e	2	56
e	2	57
e	2	61
e	2	66
e	2	70
e	2	71
e	2	73
e	2	76
e	2	79
e	2	80
e	2	81
e	2	84
e	2	85
e	2	88
e	2	91
e	2	94
e	2	95
e	2	96
e	2	99
e	2	105
e	2	108
e	2	114
e	2	116
e	2	119
e	2	120
e	2	121
e	2	123
e	2	125
e	2	126
e	2	127
e	2	128
e	2	132
e	2	133
e	2	135
e	2	138
e	2	142
e	2	144
e	2	146
e	2	148
e	2	153
e	2	156
e	2	157
e	2	158
e	2	160
e	2	161
e	2	163
e	2	164
e	2	165
e	2	166
e	2	167
e	2	172
e	2	173
e	2	174
e	2	175
e	2	178
e	2	180
e	2	182
e	2	185
e	2	190
e	2	192
e	2	193
e	2	196
e	2	197
e	2	198
e	2	199
e	2	200
e	2	202
e	2	206
e	2	208
e	2	210
e	2	212
e	2	214
e	2	216
e	2	219
e	2	220
e	2	221
e	2	222
e	2	227
e	2	230
e	2	233
e	2	237
e	2	238
e	2	239
e	2	241
e	2	242
e	2	243
e	2	246
e	2	247
e	2	249
e	2	251
e	2	252
e	2	258
e	2	260
e	2	263
e	2	267
e	2	268
e	2	271
e	2	272
e	2	274
e	2	276
e	2	284
e	2	285
e	2	286
e	2	287
e	2	288
e	2	291
e	2	293
e	2	299
e	2	300
e	3	4
e	3	12
e	3	13
e	3	15
e	3	16
e	3	18
e	3	19
e	3	20
e	3	24
e	3	28
e	3	29
e	3	30
e	3	31
e	3	32
e	3	34
e	3	38
e	3	39
e	3	41
e	3	43
e	3	46
e	3	48
e	3	49
e	3	53
e	3	55
e	3	56
e	3	60
e	3	61
e	3	62
e	3	67
e	3	70
e	3	72
e	3	73
e	3	74
e	3	79
e	3	81
e	3	82
e	3	83
e	3	84
e	3	85
e	3	88
e	3	89
e	3	90
e	3	95
e	3	96
e	3	99
e	3	101
e	3	102
e	3	103
e	3	110
e	3	115
e	3	116
e	3	117
e	3	121
e	3	122
e	3	124
e	3	126
e	3	128
e	3	130
e	3	132
e	3	133
e	3	137
e	3	138
e	3	139
e	3	140
e	3	142
e	3	145
e	3	146
e	3	149
e	3	150
e	3	151
e	3	153
e	3	155
e	3	156
e	3	158
e	3	159
e	3	160
e	3	162
e	3	163
e	3	168
e	3	170
e	3	172
e	3	173
e	3	175
e	3	177
e	3	188
e	3	189
e	3	191
e	3	192
e	3	196
e	3	197
e	3	198
e	3	200
e	3	201
e	3	205
e	3	207
e	3	208
e	3	211
e	3	213
e	3	216
e	3	217
e	3	220
e	3	221
e	3	223
e	3	226
e	3	227
e	3	229
e	3	234
e	3	235
e	3	236
e	3	241
e	3	242
e	3	243
e	3	244
e	3	245
e	3	247
e	3	248
e	3	249
e	3	250
e	3	252
e	3	253
e	3	254
e	3	256
e	3	259
e	3	260
e	3	261
e	3	262
e	3	267
e	3	268
e	3	273
e	3	274
e	3	276
e	3	278
e	3	279
e	3	281
e	3	282
e	3	283
e	3	284
e	3	288
e	3	289
e	3	290
e	3	291
e	3	292
e	3	296
e	3	298
e	4	5
e	4	6
e	4	9
e	4	14
e	4	15
e	4	17
e	4	18
e	4	22
e	4	24
e	4	30
e	4	31
e	4	33
e	4	35
e	4	39
e	4	41
e	4	42
e	4	44
e	4	45
e	4	50
e	4	51
e	4	52
e	4	54
e	4	56
e	4	58
e	4	60
e	4	61
e	4	62
e	4	66
e	4	67
e	4	68
e	4	69
e	4	70
e	4	71
e	4	72
e	4	73
e	4	74
e	4	75
e	4	76
e	4	79
e	4	80
e	4	82
e	4	85
e	4	86
e	4	88
e	4	89
e	4	90
e	4	91
e	4	93
e	4	95
e	4	99
e	4	100
e	4	102
e	4	103
e	4	109
e	4	110
e	4	111
e	4	113
e	4	117
e	4	118
e	4	121
e	4	122
e	4	123
e	4	125
e	4	128
e	4	130
e	4	133
e	4	136
e	4	141
e	4	143
e	4	147
e	4	150
e	4	151
e	4	154
e	4	155
e	4	156
e	4	157
e	4	158
e	4	159
e	4	160
e	4	162
e	4	163
e	4	164
e	4	166
e	4	167
e	4	171
e	4	173
e	4	174
e	4	175
e	4	176
e	4	177
e	4	178
e	4	179
e	4	186
e	4	187
e	4	188
e	4	190
e	4	191
e	4	192
e	4	194
e	4	196
e	4	197
e	4	198
e	4	199
e	4	200
e	4	204
e	4	207
e	4	212
e	4	213
e	4	214
e	4	216
e	4	217
e	4	218
e	4	221
e	4	222
e	4	223
e	4	224
e	4	229
e	4	232
e	4	234
e	4	236
e	4	237
e	4	239
e	4	240
e	4	247
e	4	248
e	4	250
e	4	251
e	4	256
e	4	257
e	4	258
e	4	262
e	4	264
e	4	265
e	4	266
e	4	268
e	4	270
e	4	271
e	4	273
e	4	275
e	4	279
e	4	280
e	4	282
e	4	284
e	4	285
e	4	287
e	4	293
e	4	294
e	4	295
e	4	296
e	4	299
e	5	8
e	5	14
e	5	16
e	5	17
e	5	20
e	5	24
e	5	26
e	5	27
e	5	31
e	5	34
e	5	36
e	5	37
e	5	42
e	5	49
e	5	50
e	5	52
e	5	53
e	5	54
e	5	55
e	5	57
e	5	58
e	5	59
e	5	60
e	5	64
e	5	67
e	5	69
e	5	71
e	5	72
e	5	74
e	5	76
e	5	78
e	5	81
e	5	83
e	5	84
e	5	85
e	5	86
e	5	87
e	5	88
e	5	89
e	5	90
e	5	92
e	5	95
e	5	99
e	5	101
e	5	102
e	5	103
e	5	106
e	5	110
e	5	111
e	5	112
e	5	116
e	5	125
e	5	126
e	5	128
e	5	129
e	5	130
e	5	131
e	5	134
e	5	138
e	5	140
e	5	143
e	5	144
e	5	145
e	5	146
e	5	148
e	5	149
